0.015625;0.03066
0.03125;0.06164
0.046875;0.09371
0.0625;0.12292
0.078125;0.1555
0.09375;0.18716
0.109375;0.21907
0.125;0.24745
0.140625;0.28146
0.15625;0.31021
0.171875;0.34311
0.1875;0.37295
0.203125;0.40692
0.21875;0.43669
0.234375;0.46838
0.25;0.49937
0.265625;0.52929
0.28125;0.56182
0.296875;0.59447
0.3125;0.62373
0.328125;0.65894
0.34375;0.68645
0.359375;0.71803
0.375;0.74845
0.390625;0.78308
0.40625;0.81107
0.421875;0.84168
0.4375;0.87499
0.453125;0.90697
0.46875;0.93774
0.484375;0.96805
